ZAYOGA GENERAL TRADING-SOLE PROPRIETORSHIP LLC -,,,,,,,,,,,,,
Invoice,,,,,,,,,,,,,
,,,,,,,,2025,,,,,
20,Cash,INV0020,VIMAL,MAMAS CUSINE,,,,13-,Paid,312,312,0,
,,,PRATHAP,CATERING SOLE,,,,11-,,,,,
,,,,PRO LLC,,,,2025,,,,,
21,Cash,INV0021,VIMAL,MALABAR,,,,14-,Paid,78,78,0,
,,,PRATHAP,CHAYAKADA,,,,11-,,,,,
,,,,,,,,2025,,,,,
22,Credit,INV0022,VIMAL,CHEF LATHAS,,,,14-,Unpaid,1100,0,1100,
,,,PRATHAP,KITCHEN LLC,,,,11-,,,,,
,,,,,,,,2025,,,,,
23,Credit,INV0023,VIMAL,KISMATH STAR,,,,15-,Paid,439,439,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,,,,,2025,,,,,
24,Cash,INV0024,VIMAL,PANOOR,,,,15-,Paid,272,272,0,
,,,PRATHAP,RESTAURANT LLC,,,,11-,,,,,
,,,,,,,,2025,,,,,
25,Cash,INV0025,VIMAL,ZEE STORES,,,,16-,Paid,945,945,0,
,,,PRATHAP,INTERNATIONAL,,,,11-,,,,,
,,,,LLC,,,,2025,,,,,
26,Credit,INV0026,VIMAL,THE FOOD,,,,16-,Unpaid,433,0,433,
,,,PRATHAP,FACTORY GRILLS,,,,11-,,,,,
,,,,RESTAURANT LLC,,,,2025,,,,,
27,Cash,INV0027,VIMAL,HOUSE BOAT,,,,16-,Paid,275,275,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,SOLE,,,,2025,,,,,
,,,,PROPRIETORS,,,,,,,,,
,,,,LLC,,,,,,,,,
28,Credit,INV0028,VIMAL,SAGAR AL YEMEN,,,,17-,Paid,354,354,0,
,,,PRATHAP,MANDI,,,,11-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
29,Credit,INV0029,VIMAL,SWEET WORLD,,,,17-,Paid,152,152,0,
,,,PRATHAP,GENERAL,,,,11-,,,,,
,,,,TRADING LLC -,,,,2025,,,,,
,,,,ME9,,,,,,,,,
30,Credit,INV0030,VIMAL,CHENNAI SOUTH,,,,17-,Paid,236,236,0,
,,,PRATHAP,INDIAN,,,,11-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
31,Credit,INV0031,VIMAL,PACHA NELLIKKA,,,,19-,Paid,433,433,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,,,,,2025,,,,,
,,,SALES,,REF,,PO,,,,,,
#,TYPE,SALES NO,PERSON,CUSTOMER NAME,NO,REMARKS,NUMBER,DATE,STATUS,AMOUNT,REC AMT,BAL AMT,ACTION
32,Credit,INV0032,VIMAL,AL SAGAR FISH,,,,19-,Paid,433,433,0,
,,,PRATHAP,GRILL,,,,11-,,,,,
,,,,,,,,2025,,,,,
33,Cash,INV0033,VIMAL,AL ANSARI,,,,20-,Paid,248,248,0,
,,,PRATHAP,EXCHANGE,,,,11-,,,,,
,,,,,,,,2025,,,,,
34,Cash,INV0034,VIMAL,FRESH SAMOVER,,,,20-,Paid,26,26,0,
,,,PRATHAP,,,,,11-,,,,,
,,,,,,,,2025,,,,,
35,Cash,INV0035,VIMAL,CALICUT,,,,20-,Paid,140,140,0,
,,,PRATHAP,PARADISE,,,,11-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
36,Cash,INV0036,VIMAL,GREAT RASOI,,,,20-,Paid,65,65,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,,,,,2025,,,,,
37,Cash,INV0037,VIMAL,MAMAS CUSINE,,,,20-,Paid,81,81,0,
,,,PRATHAP,CATERING SOLE,,,,11-,,,,,
,,,,PRO LLC,,,,2025,,,,,
38,Cash,INV0038,VIMAL,DEEBHA,,,,20-,Paid,76,76,0,
,,,PRATHAP,RESTAURANTVLLC,,,,11-,,,,,
,,,,OPC,,,,2025,,,,,
39,Cash,INV0039,VIMAL,DINE OUT,,,,21-,Paid,296,296,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,,,,,2025,,,,,
40,Credit,INV0040,VIMAL,TIRUR JUNCTION,,,,21-,Paid,208,208,0,
,,,PRATHAP,RESTAURANT AND,,,,11-,,,,,
,,,,GRILLS LLC,,,,2025,,,,,
41,Cash,INV0041,VIMAL,PANOOR,,,,21-,Paid,218,218,0,
,,,PRATHAP,RESTAURANT LLC,,,,11-,,,,,
,,,,,,,,2025,,,,,
42,Cash,INV0042,VIMAL,HOUSE BOAT,,,,25-,Paid,327,327,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,SOLE,,,,2025,,,,,
,,,,PROPRIETORS,,,,,,,,,
,,,,LLC,,,,,,,,,
43,Credit,INV0043,VIMAL,PAYYANNUR,,,,25-,Paid,221,221,0,
,,,PRATHAP,RESTAURANT BR2,,,,11-,,,,,
,,,,,,,,2025,,,,,
44,Cash,INV0044,VIMAL,FRESH SAMOVER,,,,25-,Paid,26.25,26.25,0,
,,,PRATHAP,,,,,11-,,,,,
,,,,,,,,2025,,,,,
45,Cash,INV0045,VIMAL,CALICUT,,,,25-,Paid,78.75,78.75,0,
,,,PRATHAP,PARADISE,,,,11-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
46,Cash,INV0046,VIMAL,MAMAS CUSINE,,,,25-,Paid,78.75,78.75,0,
,,,PRATHAP,CATERING SOLE,,,,11-,,,,,
,,,,PRO LLC,,,,2025,,,,,
47,Cash,INV0047,VIMAL,GODAVARI,,,,25-,Paid,196.88,196.88,0,
,,,PRATHAP,RESTURANT LLC,,,,11-,,,,,
,,,,,,,,2025,,,,,
48,Cash,INV0048,VIMAL,BAKE OF SWEETS,,,,25-,Paid,0,0,0,
,,,PRATHAP,PASTREES AND,,,,11-,,,,,
,,,,SWEETS LLC,,,,2025,,,,,
,,,SALES,,REF,,PO,,,,,,
#,TYPE,SALES NO,PERSON,CUSTOMER NAME,NO,REMARKS,NUMBER,DATE,STATUS,AMOUNT,REC AMT,BAL AMT,ACTION
49,Cash,INV0049,VIMAL,PANOOR,,,,25-,Paid,293.48,293.48,0,
,,,PRATHAP,RESTAURANT LLC,,,,11-,,,,,
,,,,,,,,2025,,,,,
50,Cash,INV0050,VIMAL,AL SAGAR FISH,,,,25-,Paid,144.38,144.38,0,
,,,PRATHAP,GRILL,,,,11-,,,,,
,,,,,,,,2025,,,,,
51,Credit,INV0051,VIMAL,CHENNAI SOUTH,,,,25-,Unpaid,82.69,82,0.69,
,,,PRATHAP,INDIAN,,,,11-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
52,Credit,INV0052,VIMAL,FRESH AND TASTY,,,,25-,Paid,317.5,317.5,0,
,,,PRATHAP,CAFTERIA,,,,11-,,,,,
,,,,,,,,2025,,,,,
53,Cash,INV0053,VIMAL,PACHA NELLIKKA,,,,25-,Paid,196.88,196.88,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,,,,,2025,,,,,
54,Cash,INV0054,VIMAL,DINE OUT,,,,29-,Paid,178.5,178.5,0,
,,,PRATHAP,RESTAURANT,,,,11-,,,,,
,,,,,,,,2025,,,,,
55,Cash,INV0055,VIMAL,RAHMATH,,,,01-,Paid,0,0,0,
,,,PRATHAP,CALICUT,,,,12-,,,,,
,,,,RESTAURANT -3,,,,2025,,,,,
56,Credit,INV0056,VIMAL,PACHA NELLIKKA,56,,,01-,Paid,415,415,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,,,,,2025,,,,,
57,Cash,INV0057,VIMAL,PANOOR,57,,,01-,Paid,182,182,0,
,,,PRATHAP,RESTAURANT LLC,,,,12-,,,,,
,,,,,,,,2025,,,,,
58,Cash,INV0058,VIMAL,TIRUR JUNCTION,58,,,01-,Paid,78,78,0,
,,,PRATHAP,RESTAURANT AND,,,,12-,,,,,
,,,,GRILLS LLC,,,,2025,,,,,
59,Credit,INV0059,VIMAL,SAGAR AL YEMEN,60,,,01-,Unpaid,267.75,250,17.75,
,,,PRATHAP,MANDI,,,,12-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
60,Credit,INV0060,VIMAL,CHEF LATHAS,62,,,01-,Unpaid,348.6,347,1.6,
,,,PRATHAP,KITCHEN LLC,,,,12-,,,,,
,,,,,,,,2025,,,,,
61,Credit,INV0061,VIMAL,FRESH AND TASTY,,,64,01-,Unpaid,396.38,396,0.38,
,,,PRATHAP,CAFTERIA,,,,12-,,,,,
,,,,,,,,2025,,,,,
62,Credit,INV0062,VIMAL,RAHMATH,,,,04-,Paid,515,515,0,
,,,PRATHAP,CALICUT,,,,12-,,,,,
,,,,RESTAURANT -3,,,,2025,,,,,
63,Credit,INV0063,VIMAL,PANOOR,66,,,04-,Unpaid,115.5,115,0.5,
,,,PRATHAP,RESTAURANT LLC,,,,12-,,,,,
,,,,,,,,2025,,,,,
64,Cash,INV0064,VIMAL,HOUSE BOAT,67,,,04-,Paid,268,268,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,SOLE,,,,2025,,,,,
,,,,PROPRIETORS,,,,,,,,,
,,,,LLC,,,,,,,,,
65,Cash,INV0065,VIMAL,CALICUT,68,,,04-,Paid,315,315,0,
,,,PRATHAP,PARADISE,,,,12-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
,,,SALES,,REF,,PO,,,,,,
#,TYPE,SALES NO,PERSON,CUSTOMER NAME,NO,REMARKS,NUMBER,DATE,STATUS,AMOUNT,REC AMT,BAL AMT,ACTION
66,Cash,INV0066,VIMAL,FRESH SAMOVER,,,,04-,Paid,26,26,0,
,,,PRATHAP,,,,,12-,,,,,
,,,,,,,,2025,,,,,
67,Cash,INV0067,VIMAL,GREAT RASOI,70,,,04-,Paid,52.5,52.5,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,,,,,2025,,,,,
68,Cash,INV0068,VIMAL,GODAVARI,71,,,04-,Paid,337,337,0,
,,,PRATHAP,RESTURANT LLC,,,,12-,,,,,
,,,,,,,,2025,,,,,
69,Cash,INV0069,VIMAL,MAMAS CUSINE,,,,04-,Paid,173,173,0,
,,,PRATHAP,CATERING SOLE,,,,12-,,,,,
,,,,PRO LLC,,,,2025,,,,,
70,Credit,INV0070,VIMAL,SWEET PALACE,73,,B 2 B,04-,Paid,414,414,0,
,,,PRATHAP,TRADING LLC,,,,12-,,,,,
,,,,,,,,2025,,,,,
71,Credit,INV0071,VIMAL,SWEET WORLD,,,,04-,Paid,157.5,157.5,0,
,,,PRATHAP,GENERAL,,,,12-,,,,,
,,,,TRADING LLC,,,,2025,,,,,
72,Credit,INV0072,VIMAL,ZEE STORES,,,,07-,Paid,420,420,0,
,Card,,PRATHAP,INTERNATIONAL,,,,12-,,,,,
,,,,LLC,,,,2025,,,,,
73,Credit,INV0073,VIMAL,ZEE STORES,,,,07-,Paid,577.5,577.5,0,
,Card,,PRATHAP,INTERNATIONAL,,,,12-,,,,,
,,,,LLC,,,,2025,,,,,
74,Credit,INV0074,VIMAL,RAHMATH,75,,,07-,Paid,315,315,0,
,,,PRATHAP,CALICUT,,,,12-,,,,,
,,,,RESTAURANT -3,,,,2025,,,,,
75,Cash,INV0075,VIMAL,FRESH AND TASTY,,,,07-,Paid,34,34,0,
,,,PRATHAP,CAFTERIA,,,,12-,,,,,
,,,,,,,,2025,,,,,
76,Credit,INV0076,VIMAL,PANOOR,77,,,07-,Paid,270,270,0,
,,,PRATHAP,RESTAURANT LLC,,,,12-,,,,,
,,,,,,,,2025,,,,,
77,Cash,INV0077,VIMAL,DINE OUT,,,,07-,Paid,354,354,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,,,,,2025,,,,,
78,Credit,INV0078,VIMAL,TIRUR JUNCTION,,,,07-,Paid,227,227,0,
,,,PRATHAP,RESTAURANT AND,,,,12-,,,,,
,,,,GRILLS LLC,,,,2025,,,,,
79,Credit,INV0079,VIMAL,CHENNAI SOUTH,,,,07-,Unpaid,187.69,187,0.69,
,,,PRATHAP,INDIAN,,,,12-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
80,Cash,INV0080,VIMAL,BAKE OF SWEETS,,,,07-,Paid,354,354,0,
,,,PRATHAP,PASTREES AND,,,,12-,,,,,
,,,,SWEETS LLC,,,,2025,,,,,
81,Cash,INV0081,VIMAL,FRESH SAMOVER,,,,09-,Paid,52.5,52.5,0,
,,,PRATHAP,,,,,12-,,,,,
,,,,,,,,2025,,,,,
82,Cash,INV0082,VIMAL,CALICUT,,,,09-,Paid,143,143,0,
,,,PRATHAP,PARADISE,,,,12-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
,,,SALES,,REF,,PO,,,,,,
#,TYPE,SALES NO,PERSON,CUSTOMER NAME,NO,REMARKS,NUMBER,DATE,STATUS,AMOUNT,REC AMT,BAL AMT,ACTION
83,Cash,INV0083,VIMAL,TALAL,,,,09-,Paid,543,543,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,,,,,2025,,,,,
84,Credit,INV0084,VIMAL,SAGAR AL YEMEN,,,,09-,Unpaid,370,342,28,
,,,PRATHAP,MANDI,,,,12-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
85,Cash,INV0085,VIMAL,CHICKIES,,,,09-,Paid,0,0,0,
,,,PRATHAP,RESTAURANT AND,,,,12-,,,,,
,,,,GRILLS,,,,2025,,,,,
86,Credit,INV0086,VIMAL,AL SAGAR FISH,,,,09-,Unpaid,391,0,391,
,,,PRATHAP,GRILL,,,,12-,,,,,
,,,,,,,,2025,,,,,
87,Cash,INV0087,VIMAL,PACHA NELLIKKA,,,,09-,Paid,278,278,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,,,,,2025,,,,,
88,Credit,INV0088,VIMAL,THE FOOD,92,,,12-,Unpaid,170.63,0,170.63,
,,,PRATHAP,FACTORY GRILLS,,,,12-,,,,,
,,,,RESTAURANT LLC,,,,2025,,,,,
89,Cash,INV0089,VIMAL,HOUSE BOAT,93,,,12-,Paid,283.5,283.5,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,SOLE,,,,2025,,,,,
,,,,PROPRIETORS,,,,,,,,,
,,,,LLC,,,,,,,,,
90,Credit,INV0090,VIMAL,CHICKIES,95,,,13-,Unpaid,157.5,157,0.5,
,,,PRATHAP,RESTAURANT AND,,,,12-,,,,,
,,,,GRILLS,,,,2025,,,,,
91,Cash,INV0091,VIMAL,TALAL,96,,,14-,Paid,157.5,157.5,0,
,,,PRATHAP,RESTAURANT,,,,12-,,,,,
,,,,,,,,2025,,,,,
92,Credit,INV0092,VIMAL,RAHMATH,97,,,14-,Paid,317.63,317.63,0,
,,,PRATHAP,CALICUT,,,,12-,,,,,
,,,,RESTAURANT -3,,,,2025,,,,,
93,Credit,INV0093,VIMAL,CALICUT,,,,09-,Unpaid,143.06,0,143.06,
,,,PRATHAP,PARADISE,,,,12-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
94,Cash,INV0094,VIMAL,RAHMATH,99,,,15-,Paid,0,0,0,
,,,PRATHAP,CALLICUTT. BR-2,,,,12-,,,,,
,,,,,,,,2025,,,,,
95,Cash,INV0095,VIMAL,AL ANSARI,100,,,16-,Paid,175.35,175.35,0,
,,,PRATHAP,EXCHANGE,,,,12-,,,,,
,,,,,,,,2025,,,,,
96,Credit,INV0096,VIMAL,RAHMATH,102,,,17-,Paid,80.85,80.85,0,
,,,PRATHAP,CALLICUTT. BR-2,,,,12-,,,,,
,,,,,,,,2025,,,,,
97,Cash,INV0097,VIMAL,MAMAS CUSINE,103,,,17-,Paid,126,126,0,
,,,PRATHAP,CATERING SOLE,,,,12-,,,,,
,,,,PRO LLC,,,,2025,,,,,
98,Cash,INV0098,VIMAL,DEEBHA,104,,,17-,Paid,211.31,211.31,0,
,,,PRATHAP,RESTAURANTVLLC,,,,12-,,,,,
,,,,OPC,,,,2025,,,,,
99,Cash,INV0099,VIMAL,CALICUT,105,,,17-,Paid,145.69,145.69,0,
,,,PRATHAP,PARADISE,,,,12-,,,,,
,,,,RESTAURANT,,,,2025,,,,,
,,,SALES,,REF,,PO,,,,,,
#,TYPE,SALES NO,PERSON,CUSTOMER NAME,NO,REMARKS,NUMBER,DATE,STATUS,AMOUNT,REC AMT,BAL AMT,ACTION
100,Cash,INV0100,VIMAL,FRESH SAMOVER,106,,,17-,Paid,78.75,78.75,0,
,,,PRATHAP,,,,,12-,,,,,
,,,,,,,,2025,,,,,
